"SITE_ID","YEAR","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"WST109","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.622","1.259","0.204","0.276","0.475","0.449","0.047","0.086","0.014","0.058","0.059"
"IRL141","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.609","1.802","1.246","0.208","1.466","0.302","0.309","2.795","0.361","0.161","4.925"
"ESP127","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","3.47","4.408","0.44","1.602","2.017","1.411","0.185","0.127","0.035","0.08","0.036"
"VPI120","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.494","0.999","0.451","0.63","1.071","0.386","0.16","0.087","0.031","0.052","0.044"
"UVL124","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.597","0.846","1.488","0.562","2.041","0.642","0.316","0.064","0.059","0.053","0.077"
"ALH157","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","1.092","1.495","1.342","0.88","2.209","0.733","0.468","0.088","0.055","0.074","0.066"
"GLR468","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","0.404","0.64","0.233","0.273","0.501","0.249","0.112","0.032","0.023","0.045","0.016"
"GRS420","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.406","1.065","0.367","0.781","1.135","0.334","0.172","0.108","0.035","0.055","0.033"
"ROM206","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.199","0.491","0.204","0.376","0.574","0.209","0.15","0.029","0.02","0.032","0.016"
"EGB181","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","3.681","2.521","2.147","0.925","3.057","1.202","0.627","0.13","0.058","0.055",""
"BFT142","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.59","1.18","0.825","0.339","1.159","0.291","0.144","0.932","0.121","0.082","1.119"
"CNT169","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.232","0.281","0.106","0.228","0.331","0.112","0.073","0.02","0.011","0.017","0.013"
"ASH135","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","1.004","1.544","0.287","0.346","0.628","0.409","0.137","0.103","0.033","0.196","0.088"
"ALH157","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","1.693","2.28","1.754","0.968","2.706","1.091","0.514","0.097","0.064","0.08","0.082"
"SAN189","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.436","1.123","1.242","0.556","1.789","0.597","0.49","0.043","0.065","0.065","0.032"
"KEF112","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","8.428","4.487","0.434","1.773","2.179","1.306","0.145","0.07","0.03","0.047","0.037"
"QAK172","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","20.828","5.351","1.019","4.127","5.081","1.638","","","","",""
"HOX148","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","2.782","2.852","0.796","1.278","2.054","1.092","0.187","0.047","0.046","0.05","0.035"
"WST109","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","1.214","1.919","0.212","0.599","0.801","0.618","","","","",""
"CON186","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","0.392","1.1","1.353","2.393","3.708","0.556","0.209","0.142","0.039","0.047","0.023"
"SND152","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","","","","","","","","","","",""
"PNF126","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","3.015","4.058","0.386","1.716","2.075","1.218","0.121","0.111","0.039","0.072",""
"LYE145","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","2.303","2.137","0.317","1.136","1.435","0.7","0.099","0.067","0.023","0.033","0.042"
"DCP114","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","2.376","2.582","1.322","1.336","2.636","1.156","0.303","0.083","0.063","0.071","0.062"
"MEV405","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.335","0.596","0.24","0.745","0.973","0.212","0.279","0.047","0.028","0.04","0.018"
"NCS415","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","0.22","0.625","0.118","0.258","0.372","0.168","0.03","0.091","0.018","0.038","0.037"
"CAD150","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.694","1.982","0.404","0.746","1.138","0.627","0.172","0.158","0.038","0.092","0.044"
"UVL124","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","1.434","1.468","1.538","0.815","2.34","0.834","0.306","0.084","0.06","0.063","0.08"
"WSP144","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.864","1.131","0.967","1.152","2.101","0.493","0.165","0.232","0.051","0.062","0.159"
"ASH135","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","0.867","1.435","0.221","0.333","0.549","0.389","0.122","0.078","0.028","0.167","0.057"
"STK138","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.694","0.993","1.523","0.709","2.22","0.591","0.737","0.061","0.174","0.076","0.074"
"BWR139","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","1.485","1.534","1.026","0.855","1.867","0.623","0.125","0.421","0.064","0.062","0.383"
"ARE128","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","1.237","1.384","1.134","1.192","2.308","0.703","0.214","0.101","0.034","0.054","0.055"
"YEL408","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","0.773","0.461","0.148","0.217","0.361","0.183","0.076","0.018","0.015","0.026","0.014"
"ESP127","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","3.613","4.508","0.354","1.761","2.087","1.444","0.192","0.072","0.03","0.073",""
"LRL117","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","11.328","5.078","0.397","1.881","2.248","1.558","0.164","0.076","0.024","0.055",""
"MEV405","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.317","0.609","0.243","0.685","0.917","0.228","0.289","0.051","0.032","0.035","0.026"
"GRB411","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.129","0.444","0.169","0.255","0.42","0.149","0.242","0.062","0.028","0.033","0.033"
"PND165","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.268","0.352","0.127","0.235","0.358","0.146","0.1","0.036","0.015","0.021","0.018"
"NIC001","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.538","1.178","0.393","0.374","0.76","0.462","0.086","0.067","0.017","0.041","0.033"
"CVL151","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.709","2.012","0.383","0.726","1.097","0.661","0.16","0.158","0.036","0.079","0.05"
"OXF122","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","3.498","2.403","1.552","1.093","2.627","1.14","0.313","0.112","0.06","0.074","0.083"
"CAD150","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.625","1.518","0.378","0.586","0.954","0.449","0.196","0.185","0.042","0.092","0.068"
"GTH161","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.179","0.287","0.099","0.151","0.248","0.107","0.083","0.024","0.013","0.019","0.014"
"SAL133","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","1.812","2.268","2.053","1.053","3.09","1.261","0.384","0.085","0.084","0.079","0.081"
"PND165","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.349","0.506","0.191","0.393","0.578","0.2","0.11","0.038","0.016","0.032",""
"BUF603","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.373","0.401","0.189","0.39","0.572","0.173","0.112","0.023","0.016","0.022","0.017"
"PIN414","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.379","1.159","1.119","1.332","2.43","0.325","0.152","0.566","0.088","0.072",""
"WFM105","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","","","","","","","","","","",""
"PND165","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.191","0.455","0.141","0.251","0.388","0.18","0.105","0.038","0.016","0.022","0.024"
"CKT136","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","6.248","4.822","0.411","2.394","2.767","1.364","0.232","0.08","0.032","0.063",""
"LYK123","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","4.872","3.246","2.192","1.599","3.765","1.55","0.395","0.114","0.085","0.075","0.099"
"ALC188","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.553","1.592","0.62","0.491","1.103","0.324","0.241","0.501","0.08","0.1","0.335"
"BWR139","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","7.895","4.799","1.285","2.76","4.002","1.569","","","","",""
"ACA416","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.595","1.062","0.297","0.347","0.639","0.312","0.055","0.294","0.04","0.053","0.268"
"PNF126","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","1.287","2.355","0.243","0.789","1.02","0.81","0.13","0.06","0.025","0.055","0.032"
"OXF122","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","8.361","4.325","1.65","2.114","3.73","1.74","0.412","0.13","0.086","0.077","0.098"
"LRL117","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.837","1.287","0.506","0.573","1.07","0.512","0.174","0.065","0.023","0.052","0.046"
"CAT175","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.53","0.768","0.529","0.582","1.102","0.372","0.11","0.066","0.021","0.037","0.043"
"MKG113","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","10.164","4.709","0.987","1.976","2.931","1.675","0.259","0.113","0.035","0.074","0.06"
"GRB411","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.214","0.365","0.164","0.255","0.415","0.134","0.273","0.07","0.028","0.027","0.051"
"HOW132","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.591","1.192","0.245","0.299","0.539","0.38","0.045","0.136","0.021","0.05","0.068"
"BEL116","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","1.937","1.993","0.948","1.092","2.022","0.769","0.203","0.287","0.047","0.067","0.201"
"NCS415","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.223","0.666","0.142","0.296","0.433","0.217","0.031","0.091","0.015","0.035",""
"YOS404","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","0.482","0.792","0.59","0.972","1.547","0.362","","","","",""
"ROM406","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.198","0.343","0.148","0.32","0.463","0.151","0.097","0.022","0.013","0.027","0.014"
"CNT169","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.189","0.381","0.132","0.24","0.368","0.149","0.089","0.023","0.013","0.018","0.013"
"EGB181","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","1.272","1.586","1.353","0.77","2.111","0.817","0.365","0.078","0.055","0.05","0.095"
"MAC426","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","1.931","2.467","0.896","1.17","2.048","0.998","0.282","0.094","0.042","0.079","0.046"
"UND002","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.257","0.575","0.384","0.334","0.712","0.255","0.106","0.082","0.02","0.034","0.063"
"PET427","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.581","0.754","0.329","0.76","1.077","0.271","0.249","0.085","0.033","0.039","0.035"
"ANA115","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","3.298","2.555","1.439","1.335","2.752","1.127","0.281","0.104","0.073","0.064","0.07"
"GRS420","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.708","1.751","0.261","0.99","1.235","0.547","0.134","0.088","0.027","0.053","0.022"
"QAK172","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","16.08","5.428","1.23","2.991","4.173","1.766","0.417","0.091","0.074","0.067",""
"ABT147","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","4.342","2.972","0.89","1.954","2.813","1.037","","","","",""
"PAL190","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.807","1.422","0.883","0.575","1.449","0.539","0.818","0.096","0.061","0.093","0.034"
"PET427","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.585","0.659","0.296","0.681","0.966","0.251","0.209","0.078","0.027","0.034","0.039"
"HWF187","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.198","0.533","0.229","0.184","0.414","0.225","0.054","0.047","0.013","0.033","0.041"
"ANA115","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","1.337","1.628","1.376","0.953","2.313","0.807","0.307","0.107","0.072","0.072","0.095"
"LRL117","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.909","1.41","0.406","0.673","1.068","0.528","0.159","0.059","0.021","0.051","0.041"
"PAR107","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","4.973","4.519","0.415","1.006","1.405","1.316","0.349","0.072","0.034","0.096","0.046"
"MCK231","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.523","1.269","0.849","0.857","1.692","0.607","0.226","0.078","0.036","0.066","0.039"
"STK138","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","","","","","","","","","","",""
"PED108","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","3.241","3.59","0.376","1.278","1.634","1.161","0.101","0.156","0.033","0.068","0.059"
"THR422","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.774","0.949","0.511","0.477","0.981","0.371","0.294","0.064","0.044","0.038","0.03"
"MEV405","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.265","0.477","0.188","0.51","0.689","0.178","0.21","0.044","0.022","0.023","0.021"
"CON186","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","0.371","0.96","1.191","2.071","3.23","0.45","0.222","0.151","0.045","0.053","0.028"
"LAV410","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.158","0.4","0.135","0.244","0.375","0.156","0.04","0.052","0.012","0.02","0.019"
"MKG113","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","2.348","2.261","0.983","0.914","1.883","0.943","0.23","0.129","0.033","0.065","0.083"
"COW137","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.962","2.906","0.156","0.612","0.759","0.901","0.084","0.088","0.023","0.064","0.04"
"GRC474","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.246","0.452","0.193","0.432","0.618","0.164","0.157","0.063","0.024","0.028","0.03"
"ROM406","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.114","0.341","0.193","0.318","0.506","0.151","0.078","0.025","0.013","0.019","0.015"
"ABT147","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","4.395","2.998","0.823","1.775","2.569","1.029","0.092","0.293","0.042","0.075",""
"EVE419","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.432","1.591","1.052","0.247","1.295","0.22","0.283","1.648","0.215","0.126","2.321"
"GTH161","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","0.174","0.54","0.132","0.281","0.409","0.202","0.098","0.025","0.014","0.022",""
"SND152","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","3.635","3.799","1.144","1.325","2.447","1.54","0.225","0.168","0.046","0.09","0.066"
"PAR107","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","1.763","2.801","0.441","0.682","1.112","0.868","0.402","0.066","0.037","0.094","0.051"
"ESP127","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","1.806","2.864","0.565","1.006","1.555","1.035","0.213","0.092","0.034","0.093","0.04"
"MAC426","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","5.51","4.07","0.992","1.809","2.773","1.516","0.211","0.104","0.037","0.07","0.04"
"ABT147","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","1.168","1.571","0.587","0.875","1.449","0.576","0.094","0.263","0.039","0.074","0.207"
"CHA467","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.54","0.978","0.362","0.62","0.972","0.344","0.26","0.112","0.032","0.045",""
"PRK134","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.292","0.657","1.199","0.317","1.511","0.527","0.201","0.055","0.042","0.05","0.076"
"DUK008","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.486","1.036","0.465","0.824","1.276","0.348","0.11","0.207","0.039","0.077","0.103"
"OXF122","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","1.187","1.549","1.32","0.968","2.273","0.8","0.293","0.083","0.054","0.07","0.072"
"DEN417","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.48","0.433","0.069","0.071","0.139","0.121","0.023","0.049","0.012","0.015","0.04"
"ACA416","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.592","0.95","0.434","0.317","0.746","0.277","0.057","0.432","0.053","0.049","0.403"
"GRS420","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","4.047","4.073","0.289","1.913","2.172","1.129","0.195","0.1","0.038","0.06","0.018"
"VPI120","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","7.411","4.697","0.562","2.388","2.913","1.377","0.243","0.109","0.044","0.056",""
"DCP114","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","1.602","1.932","1.278","1.072","2.332","0.925","0.265","0.113","0.061","0.077","0.082"
"ACA416","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.515","0.653","0.37","0.27","0.636","0.185","0.053","0.395","0.05","0.042","0.443"
"BWR139","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","","","","","","","","","","",""
"BWR139","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","7.443","4.744","1.311","2.27","3.545","1.713","0.151","0.373","0.063","0.073","0.161"
"COW137","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","1.121","3.451","0.136","0.67","0.795","1.051","0.068","0.093","0.021","0.069","0.035"
"ALC188","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","1.409","3.024","0.748","0.981","1.714","0.605","0.292","0.697","0.111","0.128","0.396"
"VPI120","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","8.55","4.524","0.327","1.903","2.199","1.306","0.211","0.071","0.038","0.054","0.032"
"HOW191","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.379","0.867","0.201","0.245","0.427","0.305","0.045","0.135","0.021","0.04","0.11"
"GRC474","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.227","0.592","0.26","0.519","0.771","0.206","0.165","0.08","0.027","0.037","0.026"
"YOS404","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.439","0.596","0.629","0.532","1.153","0.316","0.272","0.112","0.047","0.144","0.037"
"GRS420","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.515","1.303","0.291","0.848","1.126","0.382","0.151","0.097","0.031","0.05","0.032"
"UVL124","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.824","0.987","1.229","0.685","1.903","0.613","0.311","0.054","0.057","0.058","0.057"
"MKG113","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","2.691","2.143","1.062","0.878","1.927","0.914","0.241","0.138","0.034","0.07","0.095"
"BBE401","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.633","1.683","0.369","0.503","0.864","0.518","0.454","0.129","0.036","0.059","0.025"
"DUK008","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","","","","","","","","","","",""
"QAK172","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","1.447","1.538","0.821","1.031","1.836","0.645","0.319","0.071","0.06","0.057","0.048"
"BFT142","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.777","1.868","0.794","0.42","1.207","0.458","0.152","1.009","0.131","0.082","1.133"
"ARE128","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","10.615","4.88","1.473","2.471","3.904","1.948","0.265","0.136","0.044","0.066","0.053"
"PNF126","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","3.196","4.53","0.339","1.828","2.139","1.213","","","","",""
"VPI120","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","2.52","1.543","0.373","0.853","1.212","0.526","0.17","0.093","0.034","0.046","0.047"
"MCK231","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.714","1.384","0.858","0.871","1.714","0.614","0.274","0.092","0.042","0.076","0.051"
"GRB411","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","0.206","0.535","0.187","0.485","0.663","0.197","0.188","0.043","0.021","0.023",""
"DEN417","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.397","0.278","0.05","0.076","0.125","0.096","0.03","0.029","0.009","0.014","0.027"
"LYE145","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","2.746","2.521","0.371","1.476","1.824","0.82","0.1","0.092","0.024","0.035","0.046"
"OXF122","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","1.078","1.432","1.23","0.933","2.149","0.713","0.328","0.103","0.061","0.075","0.089"
"DCP114","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","6.724","4.367","1.536","2.09","3.593","1.752","0.335","0.11","0.074","0.076","0.064"
"OXF122","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","9.445","4.946","1.786","2.62","4.364","2.002","0.358","0.095","0.07","0.079",""
"MOR409","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.347","0.579","0.172","0.372","0.538","0.201","0.032","0.109","0.016","0.03",""
