"SITE_ID","YEAR","SEASON","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"GRS420","2018.0","WI","11/28/2017 09:00:00","02/27/2018 08:00:00","0.469","0.839","0.715","0.699","1.402","0.356","0.139","0.087","0.022","0.041","0.026"
"ARE128","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.722","1.222","1.398","0.967","2.35","0.656","0.219","0.154","0.045","0.061","0.05"
"YOS404","2000.0","FA","08/29/2000 09:00:00","11/28/2000 08:00:00","0.295","0.807","0.549","0.993","1.526","0.377","0.093","0.094","0.022","0.045",""
"ABT147","1999.0","FA","08/31/1999 09:00:00","11/30/1999 08:00:00","3.397","2.534","1.066","1.535","2.576","0.886","","","","",""
"ALH157","2014.0","FA","09/02/2014 09:00:00","12/02/2014 08:00:00","1.311","1.794","1.172","0.651","1.813","0.72","0.646","0.046","0.066","0.092","0.054"
"GAS153","2006.0","SU","05/30/2006 09:00:00","08/29/2006 08:00:00","4.256","6.887","0.126","1.926","2.021","1.961","0.18","0.164","0.053","0.102","0.032"
"EVE419","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.38","1.385","0.779","0.177","0.953","0.183","0.222","1.249","0.171","0.103","1.765"
"KNZ184","2007.0","FA","09/04/2007 09:00:00","12/04/2007 08:00:00","1.138","1.916","1.378","0.732","2.099","0.637","1.746","0.073","0.059","0.093","0.025"
"LRL117","2008.0","SP","03/04/2008 09:00:00","06/03/2008 08:00:00","7.062","3.438","0.418","1.448","1.842","1.101","0.232","0.103","0.039","0.053","0.053"
"GTH161","2014.0","FA","09/02/2014 09:00:00","12/02/2014 08:00:00","0.154","0.308","0.086","0.122","0.206","0.117","0.076","0.019","0.012","0.015","0.014"
"GRC474","2013.0","FA","09/03/2013 09:00:00","12/03/2013 08:00:00","0.242","0.532","0.205","0.484","0.681","0.192","0.131","0.069","0.021","0.019","0.029"
"OXF122","2013.0","SP","02/26/2013 09:00:00","06/04/2013 08:00:00","3.1","2.296","1.415","1.264","2.659","1.021","0.275","0.128","0.061","0.066","0.059"
"MAC426","2009.0","WI","12/02/2008 09:00:00","03/03/2009 08:00:00","4.392","2.595","2.145","1.063","3.192","1.398","0.198","0.154","0.034","0.074","0.07"
"LYE145","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","2.189","1.975","0.352","1.217","1.55","0.693","0.099","0.057","0.022","0.034","0.037"
"CDZ171","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","6.573","8.304","0.558","3.457","3.959","2.539","","","","",""
"GRS420","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","2.863","7.505","0.055","2.28","2.299","1.779","0.161","0.077","0.036","0.063",""
"UVL124","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.626","1.159","0.449","1.113","1.545","0.501","0.333","0.026","0.07","0.084","0.033"
"GRC474","2012.0","SU","05/29/2012 09:00:00","09/04/2012 08:00:00","0.15","0.64","0.217","0.538","0.747","0.228","0.167","0.077","0.026","0.032","0.037"
"DUK008","2017.0","FA","08/29/2017 09:00:00","11/28/2017 08:00:00","0.55","1.096","0.453","0.938","1.376","0.364","0.132","0.203","0.04","0.064","0.144"
"ROM206","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","0.221","0.374","0.293","0.194","0.484","0.207","0.033","0.017","0.005","0.018","0.016"
"ESP127","2006.0","SP","02/28/2006 09:00:00","05/30/2006 08:00:00","3.214","3.631","0.55","1.776","2.298","1.112","0.281","0.174","0.053","0.079","0.038"
"CHA467","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","","","","","","","","","","",""
"MCK131","2000.0","SU","05/30/2000 09:00:00","08/29/2000 08:00:00","4.667","7.801","0.465","2.796","3.217","2.619","0.294","0.076","0.045","0.088",""
"CDR119","2015.0","FA","09/01/2015 09:00:00","12/01/2015 08:00:00","0.567","1.226","0.166","0.33","0.491","0.411","0.179","0.05","0.024","0.055","0.04"
"NCS415","2006.0","SP","02/28/2006 09:00:00","05/30/2006 08:00:00","0.2","0.626","0.118","0.193","0.309","0.166","0.043","0.086","0.02","0.034","0.025"
"CVL151","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","1.232","1.839","0.655","0.788","1.431","0.735","0.144","0.086","0.023","0.053","0.04"
"HOX148","2008.0","SP","03/04/2008 09:00:00","06/03/2008 08:00:00","1.932","2.047","0.833","0.987","1.805","0.838","0.298","0.053","0.078","0.048","0.035"
"BWR139","2013.0","SU","06/04/2013 09:00:00","09/03/2013 08:00:00","1.12","2.12","0.442","0.897","1.325","0.702","0.095","0.302","0.05","0.067","0.158"
"ALH157","2015.0","FA","09/01/2015 09:00:00","12/01/2015 08:00:00","1.23","1.567","0.946","0.838","1.771","0.591","0.67","0.077","0.073","0.1","0.059"
"KEF112","2011.0","WI","11/30/2010 09:00:00","03/01/2011 08:00:00","6.415","2.258","0.81","1.359","2.148","0.9","0.098","0.118","0.017","0.039","0.043"
"ALH157","2006.0","FA","08/29/2006 09:00:00","11/28/2006 08:00:00","4.001","3.2","1.766","1.25","2.996","1.355","0.591","0.039","0.06","0.079","0.045"
"GRC474","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.254","0.721","0.321","0.594","0.906","0.236","0.239","0.134","0.038","0.051","0.054"
"GLR468","2000.0","FA","08/29/2000 09:00:00","11/28/2000 08:00:00","0.446","0.741","0.272","0.255","0.523","0.332","0.077","0.02","0.016","0.047",""
"VOY413","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","1.759","1.512","1.459","0.794","2.24","0.802","0.074","0.113","0.026","0.031","0.043"
"PET427","2006.0","FA","08/29/2006 09:00:00","11/28/2006 08:00:00","1.03","0.762","0.22","0.975","1.18","0.287","0.169","0.057","0.021","0.028","0.017"
"IRL141","2003.0","WI","12/03/2002 09:00:00","03/04/2003 08:00:00","2.876","3.098","2.627","0.749","3.364","0.638","0.347","2.476","0.323","0.176","3.217"
"PNF126","1999.0","FA","08/31/1999 09:00:00","11/30/1999 08:00:00","3.53","3.763","0.538","1.728","2.238","1.128","","","","",""
"CND125","2018.0","WI","11/28/2017 09:00:00","02/27/2018 08:00:00","0.661","1.003","1.012","0.725","1.725","0.508","0.094","0.227","0.037","0.077","0.162"
"PED108","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","0.86","1.52","0.418","0.801","1.206","0.495","0.13","0.229","0.045","0.06","0.098"
"ASH235","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","","","","","","","","","","",""
"PAL190","2017.0","FA","08/29/2017 09:00:00","11/28/2017 08:00:00","0.785","1.118","0.632","0.531","1.155","0.424","0.912","0.06","0.059","0.101","0.023"
"SUM156","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.291","1.268","0.457","0.436","0.886","0.205","0.128","0.55","0.08","0.079","0.381"
"CHE185","2007.0","SP","02/27/2007 09:00:00","05/29/2007 08:00:00","1.484","3.201","1.066","1.453","2.496","1.082","0.324","0.261","0.062","0.127","0.092"
"CDZ171","2012.0","FA","09/04/2012 09:00:00","12/04/2012 08:00:00","2.284","2.101","1.057","1.119","2.159","0.881","0.389","0.073","0.051","0.083","0.049"
"CTH110","2000.0","SP","02/29/2000 09:00:00","05/30/2000 08:00:00","5.112","3.082","0.807","2.062","2.836","1.109","0.198","0.109","0.037","0.053",""
"PAR107","2012.0","WI","11/29/2011 09:00:00","02/28/2012 08:00:00","2.155","1.752","0.797","0.535","1.323","0.561","0.56","0.065","0.038","0.08","0.068"
"GLR468","2008.0","WI","12/04/2007 09:00:00","03/04/2008 08:00:00","0.514","0.419","0.35","0.231","0.577","0.189","0.03","0.067","0.009","0.026","0.03"
"CVL151","2003.0","FA","09/02/2003 09:00:00","12/02/2003 08:00:00","1.962","4.032","0.441","1.196","1.618","1.175","0.237","0.144","0.039","0.098","0.063"
"CAN407","2006.0","SU","05/30/2006 09:00:00","08/29/2006 08:00:00","0.375","0.855","0.152","1.131","1.265","0.301","0.22","0.042","0.032","0.047","0.016"
"HOW132","2008.0","FA","09/02/2008 09:00:00","12/02/2008 08:00:00","0.513","1.039","0.189","0.277","0.461","0.356","0.036","0.122","0.017","0.578","0.093"
"SND152","2003.0","FA","09/02/2003 09:00:00","12/02/2003 08:00:00","5.991","4.915","1.196","2.014","3.178","1.979","0.27","0.132","0.047","0.107","0.05"
"SUM156","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","2.342","2.931","0.374","1.083","1.44","0.748","0.08","0.414","0.055","0.072","0.183"
"CDR119","2005.0","SP","03/01/2005 09:00:00","05/31/2005 08:00:00","6.371","4.729","0.366","1.754","2.092","1.481","0.334","0.053","0.046","0.059","0.034"
"GTH161","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.098","0.402","0.126","0.222","0.345","0.154","0.127","0.037","0.026","0.034","0.014"
"UVL124","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","2.443","1.82","2.993","0.442","3.428","1.322","0.253","0.21","0.057","0.054","0.191"
"ROM206","2013.0","WI","12/04/2012 09:00:00","02/26/2013 08:00:00","0.161","0.244","0.183","0.161","0.342","0.135","0.035","0.022","0.005","0.008","0.02"
"ROM406","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.155","0.545","0.19","0.49","0.673","0.221","0.168","0.031","0.022","0.043","0.014"
"HVT424","2002.0","FA","09/03/2002 09:00:00","12/03/2002 08:00:00","34.194","2.323","0.098","0.105","0.202","0.114","0.044","0.503","0.062","0.033",""
"KNZ184","2014.0","SP","03/04/2014 09:00:00","06/03/2014 08:00:00","0.755","1.75","1.937","0.997","2.919","0.692","1.778","0.114","0.066","0.131","0.047"
"SND152","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.874","1.229","1.183","0.643","1.815","0.667","0.167","0.182","0.034","0.058","0.177"
"PET427","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.226","0.693","0.288","0.838","1.112","0.246","0.262","0.106","0.038","0.062","0.039"
"DEV412","2003.0","SU","06/03/2003 09:00:00","09/02/2003 08:00:00","0.67","1.451","0.467","1.574","2.017","0.515","0.306","0.159","0.049","0.071",""
"IRL141","2012.0","FA","09/04/2012 09:00:00","12/04/2012 08:00:00","0.913","2.468","1.393","0.27","1.659","0.443","0.335","3.537","0.46","0.194","5.995"
"SAN189","2013.0","FA","09/03/2013 09:00:00","12/03/2013 08:00:00","0.399","1.014","0.84","0.466","1.299","0.431","0.581","0.023","0.073","0.065","0.022"
"CVL151","2009.0","SU","06/02/2009 09:00:00","09/01/2009 08:00:00","0.556","2.983","0.3","0.803","1.09","0.88","0.2","0.149","0.046","0.107","0.036"
"DCP114","2008.0","WI","12/04/2007 09:00:00","03/04/2008 08:00:00","9.961","3.484","2.163","2.255","4.382","1.636","0.16","0.186","0.037","0.051","0.067"
"GRB411","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","","","","","","","","","","",""
"WST109","2002.0","FA","09/03/2002 09:00:00","12/03/2002 08:00:00","0.749","1.907","0.181","0.524","0.697","0.642","0.051","0.06","0.011","0.035",""
"COW137","2018.0","WI","11/28/2017 09:00:00","02/27/2018 08:00:00","0.242","0.667","0.346","0.325","0.666","0.26","0.069","0.095","0.017","0.069","0.059"
"SEK430","2016.0","FA","08/30/2016 09:00:00","11/29/2016 08:00:00","0.729","1.086","1.187","1.352","2.517","0.472","0.365","0.266","0.076","0.154","0.064"
"SUM156","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.216","1.208","0.389","0.238","0.623","0.234","0.119","0.383","0.067","0.071","0.268"
"WFM105","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.539","0.756","0.417","0.529","0.938","0.322","0.055","0.085","0.013","0.019","0.062"
"PSU106","2003.0","WI","12/03/2002 09:00:00","03/04/2003 08:00:00","19.596","3.466","2.593","2.134","4.693","1.67","0.231","0.218","0.033","0.085",""
"KEF112","2006.0","FA","08/29/2006 09:00:00","11/28/2006 08:00:00","6.772","2.919","0.307","1.159","1.447","0.89","0.112","0.029","0.022","0.046","0.033"
"ESP127","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.233","1.284","0.076","0.568","0.635","0.338","0.174","0.054","0.031","0.094","0.023"
"STK138","2012.0","FA","09/04/2012 09:00:00","12/04/2012 08:00:00","1.243","1.482","2.532","0.593","3.116","1.028","0.851","0.038","0.206","0.085","0.06"
"PET427","2013.0","FA","09/03/2013 09:00:00","12/03/2013 08:00:00","0.376","0.638","0.207","0.592","0.789","0.239","0.162","0.069","0.02","0.022","0.027"
"CDR119","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","2.847","8.184","0.06","0.766","0.814","2.3","0.116","0.024","0.021","0.086","0.033"
"PET427","2009.0","WI","12/02/2008 09:00:00","03/03/2009 08:00:00","0.87","0.375","0.225","0.706","0.92","0.129","0.146","0.061","0.017","0.052","0.025"
"BVL130","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","6.618","2.6","4.243","0.64","4.873","1.924","0.329","0.126","0.048","0.049","0.158"
"LYK123","2001.0","SP","02/27/2001 09:00:00","05/29/2001 08:00:00","6.289","4.371","3.869","2.107","5.943","2.311","0.619","0.156","0.113","0.072",""
"SAL133","2003.0","FA","09/02/2003 09:00:00","12/02/2003 08:00:00","4.293","3.468","1.997","1.964","3.93","1.539","0.415","0.053","0.104","0.09","0.044"
"VOY413","2012.0","SP","02/28/2012 09:00:00","05/29/2012 08:00:00","0.331","0.976","0.312","0.422","0.727","0.355","0.21","0.042","0.037","0.039","0.023"
"MOR409","2011.0","SU","05/31/2011 09:00:00","08/30/2011 08:00:00","0.136","0.772","0.124","0.264","0.385","0.236","0.025","0.107","0.018","0.05","0.034"
"PED108","2014.0","FA","09/02/2014 09:00:00","12/02/2014 08:00:00","0.784","1.601","0.254","0.585","0.83","0.544","0.098","0.094","0.023","0.061","0.045"
"CHE185","2016.0","SP","03/01/2016 09:00:00","05/31/2016 08:00:00","0.522","1.198","0.449","0.688","1.126","0.391","0.403","0.114","0.04","0.08","0.059"
"PET427","2016.0","FA","08/30/2016 09:00:00","11/29/2016 08:00:00","0.38","0.565","0.197","0.485","0.674","0.206","0.233","0.061","0.021","0.025","0.017"
"CDR119","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","3.012","9.285","0.08","1.228","1.288","2.484","0.137","0.041","0.024","0.076",""
"ASH135","2006.0","SP","02/28/2006 09:00:00","05/30/2006 08:00:00","0.901","1.407","0.27","0.252","0.518","0.367","0.183","0.103","0.04","0.237","0.09"
"WST109","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.153","0.529","0.084","0.185","0.266","0.193","0.052","0.057","0.018","0.066","0.044"
"STK138","2013.0","FA","09/03/2013 09:00:00","12/03/2013 08:00:00","1.177","1.689","1.662","0.759","2.408","0.829","0.887","0.04","0.192","0.084","0.061"
"WST109","2009.0","WI","12/02/2008 09:00:00","03/03/2009 08:00:00","1.548","1.346","0.401","0.411","0.806","0.491","0.042","0.202","0.014","0.049","0.106"
"BBE401","2004.0","SP","03/02/2004 09:00:00","06/01/2004 08:00:00","0.788","2.937","0.446","0.648","1.084","0.847","0.399","0.215","0.046","0.057","0.021"
"KEF112","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","9.036","4.15","0.266","1.431","1.674","1.163","0.126","0.06","0.025","0.047","0.037"
"ASH135","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","0.343","0.632","0.118","0.141","0.257","0.224","0.055","0.05","0.014","0.064","0.045"
"CND125","2008.0","SP","03/04/2008 09:00:00","06/03/2008 08:00:00","2.663","3.416","0.582","1.244","1.806","1.145","0.144","0.257","0.055","0.08","0.056"
"LYK123","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","5.099","2.741","5.626","0.727","6.341","2.341","0.338","0.198","0.069","0.096","0.23"
"MCK131","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.335","1.41","0.287","0.826","1.099","0.524","0.228","0.051","0.041","0.106","0.032"
"BBE401","2015.0","FA","09/01/2015 09:00:00","12/01/2015 08:00:00","0.867","1.786","0.469","0.553","1.013","0.535","0.428","0.15","0.033","0.044","0.041"
"CKT136","2013.0","SU","06/04/2013 09:00:00","09/03/2013 08:00:00","0.716","2.706","0.115","0.76","0.863","0.836","0.145","0.037","0.025","0.066","0.032"
"GRS420","2013.0","FA","09/03/2013 09:00:00","12/03/2013 08:00:00","0.664","1.705","0.248","0.963","1.195","0.568","0.13","0.077","0.026","0.049","0.024"
"DCP114","2012.0","FA","09/04/2012 09:00:00","12/04/2012 08:00:00","2.005","2.097","1.585","1.124","2.691","1.027","0.36","0.054","0.073","0.08","0.047"
"UVL124","2014.0","SP","03/04/2014 09:00:00","06/03/2014 08:00:00","1.495","1.695","1.618","0.89","2.494","0.998","0.319","0.07","0.061","0.051","0.059"
"CTH110","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","2.479","1.524","1.13","0.676","1.795","0.765","0.093","0.164","0.018","0.055","0.127"
"NCS415","2000.0","SP","02/29/2000 09:00:00","05/30/2000 08:00:00","0.171","0.762","0.149","0.215","0.361","0.227","0.037","0.1","0.017","0.032",""
"BUF603","2014.0","FA","09/02/2014 09:00:00","12/02/2014 08:00:00","0.256","0.415","0.122","0.41","0.526","0.15","0.211","0.027","0.026","0.022","0.015"
"MKG113","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","1.055","1.299","2.191","0.474","2.658","0.924","0.197","0.219","0.029","0.052","0.208"
"ARE128","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","1.713","1.302","1.975","0.966","2.926","0.922","0.141","0.124","0.021","0.048","0.088"
"FOR605","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.241","0.497","0.173","0.65","0.813","0.218","0.26","0.02","0.037","0.065","0.015"
"VIN140","2012.0","SU","05/29/2012 09:00:00","09/04/2012 08:00:00","2.482","3.003","0.76","1.642","2.376","0.896","1.634","0.083","0.118","0.098","0.037"
"CKT136","2010.0","FA","08/31/2010 09:00:00","11/30/2010 08:00:00","3.686","2.309","0.436","1.248","1.665","0.839","0.327","0.047","0.047","0.062","0.034"
"YEL408","2008.0","FA","09/02/2008 09:00:00","12/02/2008 08:00:00","0.55","0.473","0.126","0.188","0.31","0.198","0.072","0.015","0.011","0.024","0.013"
"KNZ184","2012.0","WI","11/29/2011 09:00:00","02/28/2012 08:00:00","","","","","","","","","","",""
"CDZ171","2007.0","SP","02/27/2007 09:00:00","05/29/2007 08:00:00","4.501","4.206","1.165","2.181","3.311","1.549","0.355","0.217","0.061","0.083","0.053"
"YEL408","2003.0","SU","06/03/2003 09:00:00","09/02/2003 08:00:00","0.966","0.58","0.126","0.384","0.504","0.259","0.128","0.024","0.019","0.045",""
"BWR139","2001.0","WI","11/28/2000 09:00:00","02/27/2001 08:00:00","14.539","3.561","2.591","2.14","4.697","1.891","0.12","0.266","0.034","0.061",""
"GRS420","2002.0","WI","12/04/2001 09:00:00","02/26/2002 08:00:00","7.37","2.237","0.774","2.643","3.375","0.8","0.159","0.094","0.025","0.043",""
"IRL141","2012.0","SU","05/29/2012 09:00:00","09/04/2012 08:00:00","0.796","2.194","1.427","0.269","1.692","0.411","0.403","2.165","0.307","0.167","3.378"
"DEN417","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","1.197","0.337","0.059","0.084","0.141","0.065","0.018","0.056","0.011","0.009","0.05"
"CAD150","2005.0","SP","03/01/2005 09:00:00","05/31/2005 08:00:00","1.38","3.168","0.249","1.385","1.612","0.986","0.204","0.127","0.038","0.075","0.037"
"GTH161","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","0.163","0.558","0.145","0.312","0.452","0.225","0.116","0.025","0.018","0.03","0.013"
"ROM206","2003.0","FA","09/02/2003 09:00:00","12/02/2003 08:00:00","0.354","0.474","0.225","0.495","0.712","0.212","0.09","0.017","0.012","0.023","0.013"
"CNT169","1999.0","SP","03/02/1999 09:00:00","06/01/1999 08:00:00","0.308","0.596","0.266","0.306","0.567","0.193","","","","",""
"CDR119","2008.0","FA","09/02/2008 09:00:00","12/02/2008 08:00:00","2.347","3.35","0.298","0.595","0.884","1.155","0.274","0.04","0.028","0.07","0.036"
"YOS404","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.143","0.123","0.057","0.108","0.164","0.042","0.027","0.028","0.006","0.011","0.024"
"NIC001","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.172","1.098","0.042","0.278","0.316","0.352","0.071","0.019","0.012","0.066","0.017"
"LRL117","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","","","","","","","","","","",""
"LRL117","2008.0","WI","12/04/2007 09:00:00","03/04/2008 08:00:00","16.67","3.222","0.436","2.062","2.466","1.026","0.113","0.11","0.018","0.043","0.035"
"MAC426","2012.0","SU","05/29/2012 09:00:00","09/04/2012 08:00:00","1.312","3.036","0.356","1.324","1.659","1.049","0.29","0.083","0.045","0.096","0.036"
"CHE185","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","1.287","1.504","2.125","0.646","2.761","1.029","0.475","0.09","0.032","0.066","0.073"
"HWF187","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","1.078","1.236","0.686","0.43","1.109","0.575","0.055","0.112","0.014","0.028","0.058"
"SPD111","2000.0","WI","11/30/1999 09:00:00","02/29/2000 08:00:00","8.121","3.196","1.618","1.398","2.994","1.402","","","","",""
"WSP144","2017.0","SP","02/28/2017 09:00:00","05/30/2017 08:00:00","0.833","0.9","0.844","1.047","1.875","0.388","0.15","0.246","0.047","0.055","0.166"
